X,Y,Z,Name,Category,Price,Suburb,,,,,,,,,
151.1656939,-33.9028832,0,MMC Slice Shoppe,Italian,$$,Marrickville,,,,,Italian,,,,
151.2417795,-33.8775033,0,Tanuki Restaurant Sydney,Japanese,$$$$,Double Bay,,,,,Japanese,,,,
151.2238821,-33.874435,0,Teddy,Australian,$$$,Potts Point,,,,,Australian,,,,
151.2123161,-33.8918937,0,Olympus Dining,Greek,$$$,Redfern,,,,,Greek,,,,
151.3070091,-33.677065,0,Suki Modern Asian,Asian-Fusion,$$$,Mona Vale,,,,,Asian-Fusion,,,,
151.0857306,-34.0328917,0,Fior,Italian,$$$,Gymea ,,,,,Italian,,,,
151.2741516,-33.8855644,0,Lox In A Box,Bagels,$$,Bondi,,,,,Bagels,,,,
151.2554345,-33.9205192,0,Lox In A Box,Bagels,$$,Coogee,,,,,Bagels,,,,
151.1712467,-33.8615041,0,Eat at RoBs,Burgers,$,Rozelle ,,,,,Burgers,,,,
151.1997896,-33.8875432,0,KHANOM HOUSE by the baking lists,Bakery,$,Chippendale,,,,,Bakery,,,,
151.155821,-33.9601832,0,Ammos Brighton,Greek,$$$$,Brighton,,,,,Greek,,,,
151.1060283,-33.8121729,0,Top Ryde Baker's House,Banh Mi,$,Ryde ,,,,,Banh Mi,,,,
151.2017379,-33.8635807,0,Callao Barangaroo,Japanese,$$$$,Barangaroo,,,,,Japanese,,,,
151.2184017,-33.8831494,0,South Dowling Sandwiches,Sandwiches,$,Darlinghurst ,,,,,Sandwiches,,,,
151.2038824,-33.8610341,0,South Dowling Sandwiches,Sandwiches,$,Millers Point ,,,,,Sandwiches,,,,
151.1938213,-33.9125362,0,South Dowling Sandwiches Alexandria,Sandwiches,$,Alexandria,,,,,Sandwiches,,,,
151.2057364,-33.8674436,0,Diego & Co. Traditional Italian Deli,Sandwiches,$,CBD,,,,,Sandwiches,,,,
151.129304,-33.8693667,0,Raineri's Continental Delicatessen,Sandwiches,$,Five Dock,,,,,Sandwiches,,,,
151.2035736,-33.8929506,0,Mezepotamia,Middle-Eastern,$$$,Redfern,,,,,Middle-Eastern,,,,
151.251265,-33.909788,0,A Man and his Monkey CafÈ,Brunch,$$,Randwick,,,,,Brunch,,,,
151.2123161,-33.8918937,0,Regina La Pizzeria,Italian,$$,Redfern,,,,,Italian,,,,
151.2248158,-33.8788928,0,KASKA Eatery & CafÈ,Brunch,$,Darlinghurst,,,,,Brunch,,,,
151.2036867,-33.9055307,0,Social Society,Brunch,$$,Zetland,,,,,Brunch,,,,
151.1957224,-33.8573034,0,The Fenwick,Australian,$$$$,Balmain,,,,,Australian,,,,
151.201955,-33.8626041,0,Haven Coffee - Barangaroo,Drinks,$,Barangaroo,,,,,Drinks,,,,
151.2141063,-33.8805442,0,MLK Deli,Sandwiches,$$,Surry Hills,,,,,Sandwiches,,,,
151.2078332,-33.8749751,0,Luke's Kitchen at Kimpton Margot Hotel Sydney,Australian,$$$$,CBD,,,,,Australian,,,,
151.2021682,-33.8837152,0,age.3 Sydney,Sandwiches,$,Ultimo,,,,,Sandwiches,,,,
151.2081867,-33.860185,0,ASLAN Coffee Roasters The Rocks,Brunch,$,The Rocks,,,,,Brunch,,,,
151.2058851,-33.9143337,0,Moon & Back CafÈ,Dessert,$,Roseberry,,,,,Dessert,,,,
151.2071446,-33.8725992,0,Workshop Espresso,Drinks,$,CBD,,,,,Drinks,,,,
151.2040575,-33.8819082,0,Outta Coffee,Drinks,$,Haymarket,,,,,Drinks,,,,
150.937456,-33.8946548,0,tomodachi,Japanese,$,Cabramatta,,,,,Japanese,,,,
151.2251917,-33.8738335,0,Caravin,French,$$$,Potts Point,,,,,French,,,,
151.2714307,-33.7625848,0,Tommy Panini,Sandwiches,$$,Brookvale,,,,,Sandwiches,,,,
151.2977647,-33.7199234,0,Two Hungry Bears Narrabeen,Burgers,$$,Narrabeen,,,,,Burgers,,,,
151.0804579,-34.0173789,0,Jensens Restaurant,Australian,$$$$,Kareela,,,,,Australian,,,,
151.1745952,-33.8561621,0,Home Croissanterie,Bakery,$,Balmain,,,,,Bakery,,,,
151.1583673,-33.9111949,0,Gyradiko Marrickville,Greek,$$,Marrickville,,,,,Greek,,,,
151.126723,-33.9714921,0,Self Raised Bread Shoppe,Sandwiches,$,Carlton,,,,,Sandwiches,,,,
151.1618149,-33.9235651,0,Lil Franky Pizzeria,Italian,$$,Tempe,,,,,Italian,,,,
151.2104083,-33.8811473,0,Brooklyn Boy Bagels,Bagels,$,Surry Hills,,,,,Bagels,,,,
151.1547368,-33.9094401,0,Goodwood Bakeshop Marrickville,Bakery,$,Marrickville,,,,,Bakery,,,,
151.2063766,-33.867832,0,Eleven Barrack,Steakhouse,$$$$$,CBD,,,,,Steakhouse,,,,
151.2516731,-33.8912375,0,Dopa Donburi - Bondi Junction,Japanese,$$,Bondi Junction,,,,,Japanese,,,,
151.202973,-33.8784749,0,Dopa Donburi and Dessert - Darling Square,Japanese,$$,Haymarket,,,,,Japanese,,,,
151.2062902,-33.8745852,0,Dopa Donburi and Dessert - Regent Place,Japanese,$$,CBD,,,,,Japanese,,,,
151.2071504,-33.8724408,0,Dopa Donburi - Galeries,Japanese,$$,CBD,,,,,Japanese,,,,
151.2081694,-33.8621449,0,Dopa Donburi - Sydney Place,Japanese,$$,Circular Quay,,,,,Japanese,,,,
151.1938694,-33.8836547,0,Dopa Donburi - Broadway Centre,Japanese,$$,Glebe,,,,,Japanese,,,,
151.2078241,-33.8377504,0,Dopa Donburi - Victoria Cross,Japanese,$$,North Sydney,,,,,Japanese,,,,
151.155301,-33.909768,0,Gelato Franco,Dessert,$,Marrickville,,,,,Dessert,,,,
151.2096465,-33.8810973,0,Single O Surry Hills,Brunch,$$,Surry Hills,,,,,Brunch,,,,
151.2084053,-33.8914606,0,Good Ways Deli,Sandwiches,$,Redfern,,,,,Sandwiches,,,,
151.1854772,-33.7956613,0,Bistro Kai,Australian,$$$,Chatswood,,,,,Australian,,,,
151.1610292,-33.9121775,0,Angus,Sandwiches,$$,Marrickville,,,,,Sandwiches,,,,
151.1069844,-33.8693818,0,The Cheeseburger Factory Burwood,Burgers,$,Burwood,,,,,Burgers,,,,
151.1957557,-33.8954933,0,Sana Mediterranean - South Eveleigh,Salads,$,Eveleigh,,,,,Salads,,,,
151.1609725,-33.9125619,0,Algorithm CafÈ Marrickville,Brunch,$$,Marrickville,,,,,Brunch,,,,
151.0375144,-33.9181929,0,Tokyo Samba,Japanese,$$$,Bankstown,,,,,Japanese,,,,
151.1754074,-33.8985149,0,The Stinking Bishops,Sandwiches,$$,Newtown,,,,,Sandwiches,,,,
151.1831524,-33.8930847,0,BUTTERLEAF,Salads,$$,Newtown,,,,,Salads,,,,
151.2229489,-33.8747572,0,Salad Days,Salads,$,Potts Point ,,,,,Salads,,,,
151.1542052,-33.9124068,0,Lox In A Box - Corner Deli,Bagels,$$,Marrickville,,,,,Bagels,,,,
151.2106101,-33.8778986,0,Parami,Drinks,$,CBD,,,,,Drinks,,,,
151.2077123,-33.8724356,0,T Totaler,Drinks,$,CBD,,,,,Drinks,,,,
151.2101991,-33.8835593,0,JIBBICOFFEE ROASTERS,Drinks,$,Surry Hills,,,,,Drinks,,,,
151.2413241,-33.876748,0,Baker Bleu,Bakery,$$,Double Bay,,,,,Bakery,,,,
151.287253,-33.7978462,0,Norma's Deli,Sandwiches,$$,Manly,,,,,Sandwiches,,,,
151.2629955,-33.8940497,0,Uncut Seafood Delicatessen,Seafood,$$,Bondi,,,,,Seafood,,,,
151.178442,-33.8962391,0,Mister Grotto,Seafood,$$$$,Newtown,,,,,Seafood,,,,
151.2430673,-33.8774156,0,Brown Rice,Japanese,$$,Double Bay,,,,,Japanese,,,,
151.2157995,-33.8746722,0,"Love, Tilly Devine",Wine Bar,$$$,Darlinghurst,,,,,Wine Bar,,,,
151.224396,-33.8723029,0,Dear Sainte …loise,Wine Bar,$$$,Potts Point,,,,,Wine Bar,,,,
151.0888749,-33.9293603,0,Peppina's Pizza Roselands,Italian,$$,Roselands,,,,,Italian,,,,
151.1830227,-33.894041,0,La Favola - Authentic Italian Newtown,Italian,$$,Newtown,,,,,Italian,,,,
151.0944048,-33.9723819,0,BSP'ERIA Penshurst,Italian,$$,Penshurts,,,,,Italian,,,,
151.2046897,-33.8817798,0,Chubby Cubby CafÈ,Drinks,$,Haymarket,,,,,Drinks,,,,
151.2491884,-33.8897212,0,CafÈ Mazal,Brunch,$$,Woollahra,,,,,Brunch,,,,
151.0048065,-33.8168563,0,Harvey's Hot Sandwiches,Sandwiches,$,Parramatta,,,,,Sandwiches,,,,
151.1089809,-33.8232275,0,Pane e Prosciutto Artisan Deli & Panini Bar,Sandwiches,$,Putney,,,,,Sandwiches,,,,
151.206755,-33.8634117,0,Envoy CafÈ,Drinks,$,CBD,,,,,Drinks,,,,
151.2428156,-33.9199381,0,Umami House,Burgers,$,Randwick,,,,,Burgers,,,,
151.2026722,-33.9161588,0,Da Mario Restaurant,Italian,$$,Roseberry,,,,,Italian,,,,
151.2500757,-33.893155,0,Ta Ta Ta Pizza,Italian,$$,Bondi Junction,,,,,Italian,,,,
151.2543732,-33.9018963,0,Vacanza Pizzeria Bronte Road,Italian,$$,Waverley,,,,,Italian,,,,
151.2019928,-33.892394,0,La Coppola,Italian,$$,Redfern,,,,,Italian,,,,
151.1763248,-33.8987945,0,Rosso Antico Pizza Bar,Italian,$$,Newtown,,,,,Italian,,,,
151.2177463,-33.8811662,0,Dimitri's Pizzeria,Italian,$$,Darlinghurst,,,,,Italian,,,,
151.1854766,-33.9230708,0,La Bufala,Italian,$$,Mascot,,,,,Italian,,,,
151.1619643,-33.9097759,0,Pizza Madre,Italian,$$,Marrickville,,,,,Italian,,,,
151.1528636,-34.0548377,0,Queen Margherita of Savoy,Italian,$$,Cronulla,,,,,Italian,,,,
151.0793739,-33.9805127,0,Tutto Vero Pizzeria,Italian,$$,Oatley,,,,,Italian,,,,
151.1698168,-33.8157039,0,Via Napoli Pizzeria Lane Cove,Italian,$$,Lane Cove,,,,,Italian,,,,
151.2240074,-33.8744369,0,Bar Lucia,Spanish,$$$,Potts Point,,,,,Spanish,,,,
151.2128466,-33.8850733,0,Bar Conte Surry Hills,Wine Bar,$$$$,Surry Hills,,,,,Wine Bar,,,,
151.2229259,-33.872833,0,Small's Deli,Sandwiches,$$,Potts Point,,,,,Sandwiches,,,,
151.2785369,-33.7330774,0,Tothy Brothers Deli,Sandwiches,$$,Wheeler Heights,,,,,Sandwiches,,,,
151.1507088,-33.8843534,0,Dom Panino,Sandwiches,$$,Leichardt,,,,,Sandwiches,,,,
151.1784181,-33.8963062,0,Continental Deli Bar Bistro,Wine Bar,$$$,Newtown,,,,,Wine Bar,,,,
151.151912,-34.054412,0,LOAF Cronulla,Sandwiches,$,Cronulla,,,,,Sandwiches,,,,
151.224746,-33.8751039,0,Ken's Continental,Sandwiches,$$,Rushcutters Bay,,,,,Sandwiches,,,,
151.1809619,-33.910576,0,The Bearded Baristaa,Sandwiches,$$,St Peters,,,,,Sandwiches,,,,
151.202372,-33.885981,0,Charc Specialty Meats & Coffee,Sandwiches,$,Chippendale,,,,,Sandwiches,,,,
151.2090603,-33.8862328,0,City Edge CafÈ,Sandwiches,$,Surry Hills,,,,,Sandwiches,,,,
151.2682166,-33.8947717,0,Trattoria Elva,Italian,$$,Bondi,,,,,Italian,,,,
151.2147315,-33.8779307,0,Nom Japanese,Japanese,$$,Darlinghurst,,,,,Japanese,,,,
151.2583183,-33.9184725,0,Una M„s,Spanish,$$$,Coogee,,,,,Spanish,,,,
151.2163288,-33.8812108,0,It's Recess,Sandwiches,$,Surry Hills,,,,,Sandwiches,,,,
151.1558554,-33.9107126,0,Marrickville Pork Roll,Banh Mi,$,Marrickville,,,,,Banh Mi,,,,
151.2015922,-33.8781267,0,Marrickville Pork Roll,Banh Mi,$,Haymarket,,,,,Banh Mi,,,,
151.2107989,-33.8626334,0,Marrickville Pork Roll,Banh Mi,$,CBD,,,,,Banh Mi,,,,
151.1672222,-33.9072222,0,Double Tap Coffee,Sandwiches,$,Marrickville,,,,,Sandwiches,,,,
151.21488,-33.890698,0,CafÈ Kentaro,Brunch,$$,Surry Hills,,,,,Brunch,,,,
151.1942986,-33.9294948,0,Three Blind Mice - Providore | Kitchen,Sandwiches,$,Mascot,,,,,Sandwiches,,,,
151.1733461,-33.8970311,0,Soulmate Coffee,Brunch,$$,Newtown,,,,,Brunch,,,,
150.9750607,-33.9153757,0,Roman's Deli,Sandwiches,$$,Georges Hall,,,,,Sandwiches,,,,
151.2137613,-33.887017,0,Henrietta Charcoal Chicken Surry Hills,Chicken,$$,Surry Hills,,,,,Chicken,,,,
151.1834312,-33.8938247,0,El Jannah Chicken Newtown,Chicken,$,Newtown,,,,,Chicken,,,,
151.1325509,-33.9642044,0,El Jannah Chicken Kogarah,Chicken,$,Kogarah,,,,,Chicken,,,,
151.1048632,-33.8700154,0,El Jannah Chicken Burwood,Chicken,$,Burwood,,,,,Chicken,,,,
151.0557368,-33.9246229,0,El Jannah Chicken Punchbowl,Chicken,$,Punchbowl,,,,,Chicken,,,,
151.0110548,-33.8328568,0,El Jannah Chicken Granville,Chicken,$,Granville,,,,,Chicken,,,,
151.0322234,-33.9184715,0,Banh Mi Bay Ngo Bankstown,Banh Mi,$,Bankstown,,,,,Banh Mi,,,,
151.1947178,-33.9301625,0,Hong Ha Bakery Mascot,Banh Mi,$,Mascot,,,,,Banh Mi,,,,
151.1012131,-33.9662941,0,Phu Cuong King's Hot Bread,Banh Mi,$,Hurstville,,,,,Banh Mi,,,,
151.216037,-33.8801429,0,Kenny's Pork Rolls,Banh Mi,$,Darlinghurst,,,,,Banh Mi,,,,
151.2019103,-33.9109332,0,LOKHA,Banh Mi,$,Alexandria,,,,,Banh Mi,,,,
151.1951723,-33.8981204,0,Lit Canteen,Banh Mi,$,Alexandria,,,,,Banh Mi,,,,
150.9383223,-33.8936118,0,Vinata's Hot Bread,Banh Mi,$,Cabramatta,,,,,Banh Mi,,,,
151.172036,-33.881657,0,Booth Street Bakery,Banh Mi,$,Annandale,,,,,Banh Mi,,,,
151.2549142,-33.9206478,0,Hot Rolls Vietnamese Takeaway,Banh Mi,$,Coogee,,,,,Banh Mi,,,,
151.1948432,-33.930401,0,Saigon's Fresh Rolls,Banh Mi,$,Mascot,,,,,Banh Mi,,,,
151.2090684,-33.8821974,0,Newtown Pork Roll,Banh Mi,$,Surry Hills,,,,,Banh Mi,,,,
150.6983074,-33.7527931,0,Jamison Bakery,Banh Mi,$,Penrith,,,,,Banh Mi,,,,
151.1995956,-33.8946553,0,Carter's Pork Rolls,Banh Mi,$,Redfern,,,,,Banh Mi,,,,
151.2257787,-33.8759092,0,Figo Restaurant Bar,Italian,$$$$,Rushcutters Bay,,,,,Italian,,,,
151.2872723,-33.7955483,0,Cibaria Manly,Italian,$$$,Manly,,,,,Italian,,,,
151.2455019,-33.8043852,0,Chiosco by Ormeggio,Italian,$$$,Mosman,,,,,Italian,,,,
151.1370582,-33.8918179,0,Postino Osteria,Italian,$$$,Summer Hill,,,,,Italian,,,,
151.2853741,-33.7952459,0,Busta,Italian,$$,Manly,,,,,Italian,,,,
151.2182345,-33.8814995,0,Paski Vineria Popolare,Italian,$$$,Darlinghurst,,,,,Italian,,,,
151.2291907,-33.8860431,0,IL BARETTO,Italian,$$,Paddington,,,,,Italian,,,,
151.2149035,-33.8755903,0,Sagra Restaurant,Italian,$$$,Darlinghurst,,,,,Italian,,,,
151.2073,-33.8349463,0,Antica Dining,Italian,$$$$,North Sydney,,,,,Italian,,,,
151.2439872,-33.8768778,0,CARMELA Nonna of Piccolina,Italian,$$,Double Bay,,,,,Italian,,,,
151.1907725,-33.8698933,0,Norcino,Italian,$$,Pyrmont,,,,,Italian,,,,
151.152495,-34.0544188,0,Pino's Vino e Cucina al Mare,Italian,$$$,Cronulla,,,,,Italian,,,,
151.1795974,-33.8969438,0,Alba Salentinian Restaurant,Italian,$$,Newtown,,,,,Italian,,,,
151.1539662,-33.8952869,0,Noi,Italian,$$$,Petersham,,,,,Italian,,,,
151.2130062,-33.8891917,0,Giuls,Italian,$$$,Surry Hills,,,,,Italian,,,,
151.2156762,-33.8756984,0,Harrys by Giuls,Italian,$$$,Darlinghurst,,,,,Italian,,,,
151.2068458,-33.866101,0,Scala Lane,Italian,$$$,CBD,,,,,Italian,,,,
151.218467,-33.8843384,0,Zafferano Trattoria Mediterranea,Italian,$$$,Paddington,,,,,Italian,,,,
151.2311393,-33.8867952,0,Barbetta,Italian,$$$,Paddington,,,,,Italian,,,,
151.2871404,-33.7978318,0,Butterboy,Dessert,$,Manly,,,,,Dessert,,,,
151.1860444,-33.7941338,0,Butterboy,Dessert,$,Chatswood,,,,,Dessert,,,,
151.194767,-33.8837417,0,Butterboy - Broadway,Dessert,$,Glebe,,,,,Dessert,,,,
151.1154939,-34.050857,0,FLOUR coffee & doughroom,Bakery,$,Caringbah,,,,,Bakery,,,,
151.1589586,-33.9075711,0,Miss Sina,Bakery,$,Marrickville,,,,,Bakery,,,,
151.1033807,-33.8772852,0,Hakiki Burwood,Gelato,$,Burwood,,,,,Gelato,,,,
151.2101016,-33.8654401,0,Chophouse Sydney,Steakhouse,$$$$,CBD,,,,,Steakhouse,,,,
151.19536,-33.867653,0,BLACK Bar & Grill,Steakhouse,$$$$$,Pyrmont,,,,,Steakhouse,,,,
151.228225,-33.8825584,0,tqm.,Mexican,$$$,Paddington,,,,,Mexican,,,,
151.2488226,-33.9075917,0,Corner 75 Hungarian Restaurant,Hungarian,$$$,Randwick,,,,,Hungarian,,,,
151.1150859,-33.9386614,0,Self Raised Snack Shoppe,Sandwiches,$,Bexley North,,,,,Sandwiches,,,,
151.2733503,-33.885715,0,Blackwood Bondi,Brunch,$$,Bondi,,,,,Brunch,,,,
151.1532028,-34.0537701,0,Blackwood Cronulla,Brunch,$$,Cronulla,,,,,Brunch,,,,
151.2021111,-33.8250118,0,Garfish,Seafood,$$$,Crows Nest,,,,,Seafood,,,,
151.0880118,-33.8630426,0,Bar Biscotti,Brunch,$$,North Strathfield,,,,,Brunch,,,,
151.2712065,-33.8889864,0,Bistro Chouchou,French,$$,Bondi,,,,,French,,,,
151.2046743,-33.8441748,0,Charlotte Bar & Bistro,French,$$$$,McMahons Point,,,,,French,,,,
151.2552202,-33.8389718,0,L'Heritage,French,$$$$,Mosman,,,,,French,,,,
151.2446941,-33.832265,0,Bistro Mosman,French,$$$$,Mosman,,,,,French,,,,
151.1989174,-33.8244622,0,Cavalier Specialty Coffee (Cavalier 1.0),Sandwiches,$,St Leonards,,,,,Sandwiches,,,,
151.2240984,-33.8744532,0,Arms Length,Wine Bar,$$$,Potts Point,,,,,Wine Bar,,,,
151.2080745,-33.8623232,0,Dutch Smuggler Coffee Brewers,Sandwiches,$,Circular Quay,,,,,Sandwiches,,,,
151.2104887,-33.8666171,0,Dutch Smuggler Coffee Metro Martin Place,Sandwiches,$,CBD,,,,,Sandwiches,,,,
151.2068179,-33.8709647,0,Dutch Smuggler coffee Qvb,Sandwiches,$,CBD,,,,,Sandwiches,,,,
151.20439,-33.881118,0,Dutch Smuggler Coffee Haymarket,Sandwiches,$,Haymarket,,,,,Sandwiches,,,,
151.1466663,-33.9584889,0,Kosta's Takeaway Rockdale,Sandwiches,$,Rockdale,,,,,Sandwiches,,,,
151.2095311,-33.8772056,0,Kosta's Takeaway Elizabeth St,Sandwiches,$,CBD,,,,,Sandwiches,,,,
151.1701826,-33.8642765,0,Empanadas Factory,Mexican,$,Rozelle ,,,,,Mexican,,,,
151.1838481,-33.8938707,0,A.P Town (A.P Bakery),Bakery,$,Newtown,,,,,Bakery,,,,
151.2110565,-33.8793612,0,A.P House (A.P Bakery),Bakery,$,Surry Hills,,,,,Bakery,,,,
151.0131361,-33.9520601,0,San San,Sandwiches,$$,Revesby,,,,,Sandwiches,,,,
151.2089775,-33.8622149,0,Lode Pies & Pastries Circular Quay,Bakery,$,Circular Quay,,,,,Bakery,,,,
151.2048862,-33.8696451,0,Letra House,Wine Bar,$$$,CBD,,,,,Wine Bar,,,,
151.0842972,-33.9027696,0,bite.,Dessert,$,Belfield,,,,,Dessert,,,,
151.2049189,-33.8674573,0,Fiore Sandwich,Sandwiches,$$,CBD,,,,,Sandwiches,,,,
151.1702819,-33.8663229,0,Totti's Rozelle,Italian,$$$,Rozelle ,,,,,Italian,,,,
150.9154943,-33.7502329,0,Wing Shack,Chicken,$,Blacktown,,,,,Chicken,,,,
151.2122139,-33.8649764,0,"Kittyhawk, NY",Wine Bar,$$$,CBD,,,,,Wine Bar,,,,
151.2010182,-33.8244953,0,Plan B Burgers & Booze,Burgers,$$,Crows Nest,,,,,Burgers,,,,
151.15662,-33.8859107,0,High N' Dry,Burgers,$$,Leichardt,,,,,Burgers,,,,
151.2047116,-33.9106342,0,High N' Dry,Burgers,$$,Roseberry,,,,,Burgers,,,,
151.1173108,-33.718457,0,Burger Hounds,Burgers,$$,Wahroonga,,,,,Burgers,,,,
151.2401089,-33.9435068,0,Inferno Grill Maroubra,Burgers,$$,Maroubra,,,,,Burgers,,,,
151.2053172,-33.8923122,0,Suburgia Redfern,Burgers,$,Redfern,,,,,Burgers,,,,
151.0739975,-33.8879509,0,Feel Good Burgers Strathfield,Burgers,$,Strathfield,,,,,Burgers,,,,
151.2093183,-33.8702942,0,Slim's Quality Burger,Burgers,$,CBD,,,,,Burgers,,,,
151.2030788,-33.8786683,0,Shortstop Coffee & Donuts,Dessert,$,Haymarket,,,,,Dessert,,,,
151.2159603,-33.8799921,0,BL Burgers,Burgers,$$,Darlinghurst,,,,,Burgers,,,,
151.2546462,-33.920633,0,Little L Burgers,Burgers,$,Coogee,,,,,Burgers,,,,
151.2385265,-33.940878,0,Little L Burgers,Burgers,$,Maroubra,,,,,Burgers,,,,
151.2883955,-33.7981482,0,Little L Burgers,Burgers,$,Manly,,,,,Burgers,,,,
151.1716805,-33.9170442,0,Grumpy Donuts,Dessert,$,St Peters,,,,,Dessert,,,,
151.2714307,-33.7625848,0,Pocket Pizza Brookvale,Italian,$$,Brookvale,,,,,Italian,,,,
151.1041185,-33.8781805,0,Ice Kirin Bar Burwood,Dessert,$,Burwood,,,,,Dessert,,,,
151.1504695,-33.9321412,0,Azuki Bakery,Bakery,$,Wolli Creek,,,,,Bakery,,,,
151.2036662,-33.8792386,0,Ho Jiak Haymarket,Malaysian,$$$,Haymarket,,,,,Malaysian,,,,
151.2719659,-33.7625102,0,Two Hungry Bears,Burgers,$$,Brookvale,,,,,Burgers,,,,
151.1963474,-33.8994894,0,Good Ways Deli,Sandwiches,$,Alexandria,,,,,Sandwiches,,,,
151.1818222,-33.8948129,0,Newtown pork roll,Banh Mi,$,Newtown,,,,,Banh Mi,,,,
151.204196,-33.8899863,0,CafÈ Oratnek,Brunch,$$,Redfern,,,,,Brunch,,,,
151.173036,-33.898647,0,MaMUKI Bake & Bar,Drinks,$,Newtown,,,,,Drinks,,,,
151.1519048,-34.0508755,0,Rushi,Brunch,$$,Cronulla,,,,,Brunch,,,,
151.2062901,-33.8747289,0,Oh!Matcha,Drinks,$,CBD,,,,,Drinks,,,,
151.2296254,-33.8856332,0,The Hood,Drinks,$,Paddington,,,,,Drinks,,,,
151.2151993,-33.8801039,0,ellu CafÈ,Brunch,$$,Surry Hills,,,,,Brunch,,,,
151.2876025,-33.7979455,0,Rollers Bakehouse,Bakery,$,Manly,,,,,Bakery,,,,
151.1640359,-33.9022362,0,kurumac,Brunch,$$,Marrickville,,,,,Brunch,,,,
151.1996619,-33.8891592,0,Henry Lee's Redfern,Brunch,$$,Redfern,,,,,Brunch,,,,
151.19588,-33.86953,0,Sokyo,Japanese,$$$$,Pyrmont,,,,,Japanese,,,,
151.20812,-33.86697,0,Ragazzi,Italian,$$$,CBD,,,,,Italian,,,,
151.20717,-33.86526,0,Toko Restaurant,Japanese,$$$,CBD,,,,,Japanese,,,,
151.22429,-33.87276,0,Igniis Bake & Roast,Bakery,$,Potts Point,,,,,Bakery,,,,
151.21449,-33.88158,0,Pieno,Brunch,$$,Surry Hills,,,,,Brunch,,,,
151.22105,-33.8788,0,Tommy's Darlinghurst,Mexican,$$$,Darlinghurst,,,,,Mexican,,,,
151.05926,-33.89597,0,CafÈ Levant,Brunch,$$,Greenacre,,,,,Brunch,,,,
151.28586,-33.7999,0,Garfish Manly,Seafood,$$$,Manly,,,,,Seafood,,,,
151.20616,-33.84854,0,Sails on Lavender Bay,Australian,$$$$,McMahons Point,,,,,Australian,,,,
151.25512,-33.83908,0,Ripples Chowder Bay,Australian,$$$$,Mosman,,,,,Australian,,,,
151.19979,-33.88858,0,Brickfields Chippendale,Bakery,$,Chippendale,,,,,Bakery,,,,
151.16503,-33.9059,0,Erin - Restaurant & Bar,Wine Bar,$$,Marrickville,,,,,Wine Bar,,,,
151.21692,-33.88559,0,Dad and the Frog CafÈ,Brunch,$$,Surry Hills,,,,,Brunch,,,,
151.15687,-33.91102,0,San Pancho Mexican Taqueria,Mexican,$$,Marrickville,,,,,Mexican,,,,
151.21125,-33.88765,0,Ogni Restaurant,Asian-Fusion,$$$,Surry Hills,,,,,Asian-Fusion,,,,
151.21027,-33.86473,0,The Meat & Wine Co Circular Quay - O'Connell St,Steakhouse,$$$$,Circular Quay,,,,,Steakhouse,,,,
151.22009,-33.83015,0,Enoteca 128 Italian Restaurant & Wine Bar,Italian,$$$$,Neutral Bay,,,,,Italian,,,,
151.12501,-34.04313,0,Bocca Bocca,Italian,$$,Caringbah,,,,,Italian,,,,
151.23185,-33.88819,0,Four Six Eight CafÈ,Brunch,$,Paddington,,,,,Brunch,,,,
151.26063,-33.89355,0,Bennett St Dairy,Brunch,$$,Bondi,,,,,Brunch,,,,
151.20486,-33.86941,0,Frango Kent Street,Chicken,$,CBD,,,,,Chicken,,,,
151.14155,-33.91158,0,Olympic Meats,Greek,$$,Marrickville,,,,,Greek,,,,
151.21034,-33.86651,0,Sneaker Laundry LAB,Drinks,$,CBD,,,,,Drinks,,,,
151.21242,-33.88148,0,Mishy's Sydney,Australian,$$$,Surry Hills,,,,,Australian,,,,
151.2149,-33.88161,0,ParipÈ,Spanish,$$$,Surry Hills,,,,,Spanish,,,,
151.21374,-33.88564,0,Mille Vini Wine Bar & Restaurant,Wine Bar,$$$,Surry Hills,,,,,Wine Bar,,,,
151.21365,-33.88798,0,Berto's Espresso,Brunch,$$,Surry Hills,,,,,Brunch,,,,
151.2162,-33.88367,0,Avner's,Bagels,$,Surry Hills,,,,,Bagels,,,,
151.2159,-33.88535,0,The Bunsik Burger,Burgers,$$,Surry Hills,,,,,Burgers,,,,
151.21697,-33.88555,0,Sang by Mabasa,Korean,$$$,Surry Hills,,,,,Korean,,,,
151.20957,-33.82311,0,Jizakana,Japanese,$$$,Cammeray,,,,,Japanese,,,,
151.21361,-33.89178,0,Vasco Surry Hills ,Italian,$$,Surry Hills,,,,,Italian,,,,
151.26809,-33.89445,0,Sefa Kitchen Bondi,Middle-Eastern,$$$,Bondi,,,,,Middle-Eastern,,,,
151.21407,-33.89429,0,St Jude CafÈ,Brunch,$$,Redfern,,,,,Brunch,,,,
151.28379,-33.88936,0,Rocker,Australian,$$$,Bondi,,,,,Australian,,,,
151.25813,-33.93348,0,The Lion and Buffalo,Brunch,$$,Coogee,,,,,Brunch,,,,
151.20288,-33.86522,0,Wild Sage,Brunch,$$,Barangaroo,,,,,Brunch,,,,
151.21146,-33.88771,0,Suzuya,Japanese,$$,Surry Hills,,,,,Japanese,,,,
151.25514,-33.92045,0,Coogee Wine Room - Restaurant & Bar,Wine Bar,$$$,Coogee,,,,,Wine Bar,,,,
